Profile_1             Profile_2             Profile_3             Profile_4             Profile_5             
x       y           x       y           x       y           x       y           x       y           
2.9032948e-08  -6.0334571e-09            2.9079681e-08  -6.9554233e-09            2.892058e-08  -7.94773e-09            2.9039117e-08  -9.3607548e-09            2.9060944e-08  -1.0387645e-08            
2.9817623e-08  -5.9922472e-09            2.9865618e-08  -6.9107213e-09            2.9702217e-08  -7.9358589e-09            2.9823958e-08  -9.3347849e-09            2.9846375e-08  -1.0349795e-08            
3.0602297e-08  -5.9342354e-09            3.0651555e-08  -6.8727742e-09            3.0483854e-08  -7.9259184e-09            3.0608799e-08  -9.3023357e-09            3.0631806e-08  -1.0308573e-08            
3.1386971e-08  -5.9157009e-09            3.1437493e-08  -6.8223737e-09            3.1265492e-08  -7.894294e-09            3.139364e-08  -9.2703216e-09            3.1417237e-08  -1.0268426e-08            
3.2171645e-08  -5.8875474e-09            3.222343e-08  -6.7609727e-09            3.2047129e-08  -7.8609358e-09            3.2178481e-08  -9.2426126e-09            3.2202668e-08  -1.0241295e-08            
3.295632e-08  -5.8661954e-09            3.3009367e-08  -6.7161844e-09            3.2828766e-08  -7.828125e-09            3.2963322e-08  -9.1985381e-09            3.2988099e-08  -1.0205338e-08            
3.3740994e-08  -5.8452174e-09            3.3795305e-08  -6.6160839e-09            3.3610404e-08  -7.7961392e-09            3.3748163e-08  -9.1869919e-09            3.377353e-08  -1.0177709e-08            
3.4525668e-08  -5.7762869e-09            3.4581242e-08  -6.7189407e-09            3.4392041e-08  -7.7807321e-09            3.4533004e-08  -9.1524835e-09            3.4558961e-08  -1.0136602e-08            
3.5310343e-08  -5.7360905e-09            3.5367179e-08  -6.724342e-09            3.5173678e-08  -7.7524746e-09            3.5317845e-08  -9.1187121e-09            3.5344392e-08  -1.0104418e-08            
3.6095017e-08  -5.698337e-09            3.6153117e-08  -6.7024032e-09            3.5955316e-08  -7.7126916e-09            3.6102686e-08  -9.0939391e-09            3.6129823e-08  -1.0075505e-08            
3.6879691e-08  -5.6901339e-09            3.6939054e-08  -6.8547704e-09            3.6736953e-08  -7.6700588e-09            3.6887527e-08  -9.0628165e-09            3.6915254e-08  -1.0022495e-08            
3.7664365e-08  -5.6580835e-09            3.7724991e-08  -6.9120339e-09            3.751859e-08  -7.6379674e-09            3.7672368e-08  -9.0174129e-09            3.7700685e-08  -1.0003262e-08            
3.844904e-08  -5.6104975e-09            3.8510929e-08  -7.0546525e-09            3.8300227e-08  -7.6036657e-09            3.8457209e-08  -8.9839566e-09            3.8486116e-08  -9.9626183e-09            
3.9233714e-08  -5.5713428e-09            3.9296866e-08  -7.0229766e-09            3.9081865e-08  -7.5695194e-09            3.924205e-08  -8.9555677e-09            3.9271546e-08  -9.9324917e-09            
4.0018388e-08  -5.5450748e-09            4.0082803e-08  -6.9741915e-09            3.9863502e-08  -7.5427005e-09            4.0026891e-08  -8.9169421e-09            4.0056977e-08  -9.877891e-09            
4.0803062e-08  -5.532874e-09            4.0868741e-08  -6.9573172e-09            4.0645139e-08  -7.4910527e-09            4.0811732e-08  -8.870378e-09            4.0842408e-08  -9.8875829e-09            
4.1587737e-08  -5.5101724e-09            4.1654678e-08  -6.9206826e-09            4.1426777e-08  -7.4571614e-09            4.1596573e-08  -8.8379451e-09            4.1627839e-08  -9.9118885e-09            
4.2372411e-08  -5.4630873e-09            4.2440615e-08  -6.8863562e-09            4.2208414e-08  -7.4186232e-09            4.2381414e-08  -8.8055789e-09            4.241327e-08  -9.8724881e-09            
4.3157085e-08  -5.4297264e-09            4.3226553e-08  -6.8397526e-09            4.2990051e-08  -7.3818731e-09            4.3166255e-08  -8.79643e-09            4.3198701e-08  -9.8154298e-09            
4.394176e-08  -5.3914242e-09            4.401249e-08  -6.8218411e-09            4.3771688e-08  -7.3261468e-09            4.3951096e-08  -8.7517084e-09            4.3984132e-08  -9.7857198e-09            
4.4726434e-08  -5.3761642e-09            4.4798427e-08  -6.8018232e-09            4.4553326e-08  -7.2897274e-09            4.4735937e-08  -8.6962293e-09            4.4769563e-08  -9.7392189e-09            
4.5511108e-08  -5.3339051e-09            4.5584365e-08  -6.7476563e-09            4.5334963e-08  -7.2944023e-09            4.5520778e-08  -8.6731402e-09            4.5554994e-08  -9.7203671e-09            
4.6295782e-08  -5.2983233e-09            4.6370302e-08  -6.7185489e-09            4.61166e-08  -7.4076154e-09            4.6305619e-08  -8.6335543e-09            4.6340425e-08  -9.6830377e-09            
4.7080457e-08  -5.2770702e-09            4.7156239e-08  -6.6781121e-09            4.6898238e-08  -7.5252172e-09            4.709046e-08  -8.5816096e-09            4.7125856e-08  -9.648946e-09            
4.7865131e-08  -5.2311529e-09            4.7942177e-08  -6.6401642e-09            4.7679875e-08  -7.5816274e-09            4.7875301e-08  -8.5388046e-09            4.7911287e-08  -9.6206686e-09            
4.8649805e-08  -5.2009453e-09            4.8728114e-08  -6.6084805e-09            4.8461512e-08  -7.5765939e-09            4.8660142e-08  -8.5081063e-09            4.8696718e-08  -9.5827465e-09            
4.943448e-08  -5.1627981e-09            4.9514051e-08  -6.5747009e-09            4.924315e-08  -7.5372275e-09            4.9444983e-08  -8.4737163e-09            4.9482149e-08  -9.5506689e-09            
5.0219154e-08  -5.1395505e-09            5.0299989e-08  -6.5341919e-09            5.0024787e-08  -7.491982e-09            5.0229824e-08  -8.4393724e-09            5.0267579e-08  -9.519066e-09            
5.1003828e-08  -5.112486e-09            5.1085926e-08  -6.4943228e-09            5.0806424e-08  -7.4431664e-09            5.1014665e-08  -8.4057051e-09            5.105301e-08  -9.4743373e-09            
5.1788502e-08  -5.0823094e-09            5.1871863e-08  -6.4384236e-09            5.1588061e-08  -7.3952264e-09            5.1799506e-08  -8.3562738e-09            5.1838441e-08  -9.4386403e-09            
5.2573177e-08  -5.045123e-09            5.26578e-08  -6.4260506e-09            5.2369699e-08  -7.3434556e-09            5.2584347e-08  -8.3314451e-09            5.2623872e-08  -9.3836169e-09            
5.3357851e-08  -4.98759e-09            5.3443738e-08  -6.3863204e-09            5.3151336e-08  -7.3191704e-09            5.3369188e-08  -8.2901569e-09            5.3409303e-08  -9.3722302e-09            
5.4142525e-08  -4.965899e-09            5.4229675e-08  -6.3452315e-09            5.3932973e-08  -7.2916769e-09            5.4154029e-08  -8.250037e-09            5.4194734e-08  -9.3326601e-09            
5.49272e-08  -4.9482187e-09            5.5015612e-08  -6.3358096e-09            5.4714611e-08  -7.2549873e-09            5.493887e-08  -8.2193748e-09            5.4980165e-08  -9.3039259e-09            
5.5711874e-08  -4.8929093e-09            5.580155e-08  -6.3175456e-09            5.5496248e-08  -7.2220922e-09            5.5723711e-08  -8.1788028e-09            5.5765596e-08  -9.2578189e-09            
5.6496548e-08  -4.8781181e-09            5.6587487e-08  -6.2613818e-09            5.6277885e-08  -7.1816909e-09            5.6508552e-08  -8.1501594e-09            5.6551027e-08  -9.2014261e-09            
5.7281222e-08  -4.8548104e-09            5.7373424e-08  -6.1825729e-09            5.7059522e-08  -7.155088e-09            5.7293393e-08  -8.1185424e-09            5.7336458e-08  -9.136035e-09            
5.8065897e-08  -4.8374268e-09            5.8159362e-08  -6.1411493e-09            5.784116e-08  -7.1140402e-09            5.8078234e-08  -8.095748e-09            5.8121889e-08  -9.1416344e-09            
5.8850571e-08  -4.7942814e-09            5.8945299e-08  -6.0594526e-09            5.8622797e-08  -7.0796018e-09            5.8863075e-08  -8.114859e-09            5.890732e-08  -9.1267192e-09            
5.9635245e-08  -4.7659475e-09            5.9731236e-08  -6.039392e-09            5.9404434e-08  -7.0491907e-09            5.9647916e-08  -8.1707294e-09            5.9692751e-08  -9.1041156e-09            
6.0419919e-08  -4.7385892e-09            6.0517174e-08  -6.0139745e-09            6.0186072e-08  -7.0215436e-09            6.0432757e-08  -8.3101427e-09            6.0478182e-08  -9.061987e-09            
6.1204594e-08  -4.7071079e-09            6.1303111e-08  -5.9578812e-09            6.0967709e-08  -6.9772273e-09            6.1217598e-08  -8.4570576e-09            6.1263612e-08  -9.0344351e-09            
6.1989268e-08  -4.6740449e-09            6.2089048e-08  -5.9349782e-09            6.1749346e-08  -6.9472222e-09            6.2002439e-08  -8.3914471e-09            6.2049043e-08  -8.9485455e-09            
6.2773942e-08  -4.6453694e-09            6.2874986e-08  -5.9395672e-09            6.2530984e-08  -6.9280446e-09            6.278728e-08  -8.3547421e-09            6.2834474e-08  -8.8718129e-09            
6.3558617e-08  -4.6021199e-09            6.3660923e-08  -5.9019464e-09            6.3312621e-08  -6.8913736e-09            6.3572121e-08  -8.3200711e-09            6.3619905e-08  -8.7829574e-09            
6.4343291e-08  -4.5794598e-09            6.444686e-08  -5.8386966e-09            6.4094258e-08  -6.85881e-09            6.4356962e-08  -8.2308017e-09            6.4405336e-08  -8.8077038e-09            
6.5127965e-08  -4.5335662e-09            6.5232798e-08  -5.8424119e-09            6.4875895e-08  -6.8312015e-09            6.5141803e-08  -8.242952e-09            6.5190767e-08  -8.7735065e-09            
6.5912639e-08  -4.5242955e-09            6.6018735e-08  -5.8154664e-09            6.5657533e-08  -6.7977109e-09            6.5926644e-08  -8.2193765e-09            6.5976198e-08  -8.7576498e-09            
6.6697314e-08  -4.4890086e-09            6.6804672e-08  -5.7826494e-09            6.643917e-08  -6.7670645e-09            6.6711485e-08  -8.1584097e-09            6.6761629e-08  -8.7704663e-09            
6.7481988e-08  -4.4518171e-09            6.759061e-08  -5.7604205e-09            6.7220807e-08  -6.7304652e-09            6.7496326e-08  -8.1285335e-09            6.754706e-08  -8.7596383e-09            
6.8266662e-08  -4.4302748e-09            6.8376547e-08  -5.7148706e-09            6.8002445e-08  -6.6909058e-09            6.8281167e-08  -8.0812084e-09            6.8332491e-08  -8.8496834e-09            
6.9051337e-08  -4.3916382e-09            6.9162484e-08  -5.7117536e-09            6.8784082e-08  -6.6452904e-09            6.9066008e-08  -8.0385713e-09            6.9117922e-08  -8.9316034e-09            
6.9836011e-08  -4.3498661e-09            6.9948422e-08  -5.6685615e-09            6.9565719e-08  -6.6134769e-09            6.9850849e-08  -8.0045333e-09            6.9903353e-08  -9.0519835e-09            
7.0620685e-08  -4.3280983e-09            7.0734359e-08  -5.6668048e-09            7.0347356e-08  -6.5820095e-09            7.063569e-08  -7.9834592e-09            7.0688784e-08  -9.0085695e-09            
7.1405359e-08  -4.2817161e-09            7.1520296e-08  -5.6257228e-09            7.1128994e-08  -6.5686538e-09            7.1420531e-08  -7.9221503e-09            7.1474215e-08  -8.9488742e-09            
7.2190034e-08  -4.2510455e-09            7.2306233e-08  -5.5880616e-09            7.1910631e-08  -6.5123215e-09            7.2205372e-08  -7.8959854e-09            7.2259645e-08  -8.9258274e-09            
7.2974708e-08  -4.2241739e-09            7.3092171e-08  -5.5521158e-09            7.2692268e-08  -6.4593367e-09            7.2990213e-08  -7.8685775e-09            7.3045076e-08  -8.8712442e-09            
7.3759382e-08  -4.1801026e-09            7.3878108e-08  -5.5134242e-09            7.3473906e-08  -6.4341328e-09            7.3775054e-08  -7.8297367e-09            7.3830507e-08  -8.8435285e-09            
7.4544056e-08  -4.1617332e-09            7.4664045e-08  -5.4856835e-09            7.4255543e-08  -6.4001106e-09            7.4559895e-08  -7.7887777e-09            7.4615938e-08  -8.7863652e-09            
7.5328731e-08  -4.1349978e-09            7.5449983e-08  -5.4705485e-09            7.503718e-08  -6.3742275e-09            7.5344736e-08  -7.7494641e-09            7.5401369e-08  -8.7598375e-09            
7.6113405e-08  -4.1016803e-09            7.623592e-08  -5.4277106e-09            7.5818818e-08  -6.3300225e-09            7.6129577e-08  -7.7161337e-09            7.61868e-08  -8.720355e-09            
7.6898079e-08  -4.0690355e-09            7.7021857e-08  -5.3961068e-09            7.6600455e-08  -6.2967308e-09            7.6914418e-08  -7.6801784e-09            7.6972231e-08  -8.676328e-09            
7.7682754e-08  -4.0395691e-09            7.7807795e-08  -5.3599142e-09            7.7382092e-08  -6.2609126e-09            7.7699259e-08  -7.630907e-09            7.7757662e-08  -8.6381327e-09            
7.8467428e-08  -4.0007619e-09            7.8593732e-08  -5.3301636e-09            7.8163729e-08  -6.2140321e-09            7.84841e-08  -7.5922542e-09            7.8543093e-08  -8.6061912e-09            
7.9252102e-08  -3.9757275e-09            7.9379669e-08  -5.298658e-09            7.8945367e-08  -6.1666254e-09            7.9268941e-08  -7.5367185e-09            7.9328524e-08  -8.5712146e-09            
8.0036776e-08  -3.9360482e-09            8.0165607e-08  -5.2580226e-09            7.9727004e-08  -6.121003e-09            8.0053782e-08  -7.5037038e-09            8.0113955e-08  -8.5334662e-09            
8.0821451e-08  -3.8990394e-09            8.0951544e-08  -5.2323095e-09            8.0508641e-08  -6.0855809e-09            8.0838623e-08  -7.4696759e-09            8.0899386e-08  -8.4635359e-09            
8.1606125e-08  -3.8434812e-09            8.1737481e-08  -5.2054085e-09            8.1290279e-08  -6.0580155e-09            8.1623464e-08  -7.422378e-09            8.1684817e-08  -8.4282571e-09            
8.2390799e-08  -3.8081779e-09            8.2523419e-08  -5.1677887e-09            8.2071916e-08  -6.0182649e-09            8.2408305e-08  -7.3922755e-09            8.2470248e-08  -8.3923985e-09            
8.3175474e-08  -3.8000084e-09            8.3309356e-08  -5.1262137e-09            8.2853553e-08  -5.9819597e-09            8.3193146e-08  -7.349407e-09            8.3255678e-08  -8.3391677e-09            
8.3960148e-08  -3.7668595e-09            8.4095293e-08  -5.0821742e-09            8.363519e-08  -5.9536267e-09            8.3977987e-08  -7.3236437e-09            8.4041109e-08  -8.3292088e-09            
8.4744822e-08  -3.7337242e-09            8.4881231e-08  -5.0562965e-09            8.4416828e-08  -5.9364682e-09            8.4762828e-08  -7.2684221e-09            8.482654e-08  -8.2963415e-09            
8.5529496e-08  -3.7046012e-09            8.5667168e-08  -5.0181694e-09            8.5198465e-08  -5.8902177e-09            8.5547669e-08  -7.2139908e-09            8.5611971e-08  -8.2709177e-09            
8.6314171e-08  -3.6780692e-09            8.6453105e-08  -4.9750134e-09            8.5980102e-08  -5.8327142e-09            8.633251e-08  -7.1714573e-09            8.6397402e-08  -8.234619e-09            
8.7098845e-08  -3.626057e-09            8.7239043e-08  -4.9105335e-09            8.676174e-08  -5.8059753e-09            8.7117351e-08  -7.146464e-09            8.7182833e-08  -8.2225757e-09            
8.7883519e-08  -3.5814937e-09            8.802498e-08  -4.8778629e-09            8.7543377e-08  -5.7872837e-09            8.7902192e-08  -7.1176721e-09            8.7968264e-08  -8.1784895e-09            
8.8668194e-08  -3.5476758e-09            8.8810917e-08  -4.844435e-09            8.8325014e-08  -5.7428715e-09            -          -              8.8753695e-08  -8.1406343e-09            
8.9452868e-08  -3.509231e-09            8.9596855e-08  -4.8272928e-09            -          -              -          -              -          -              
9.0237542e-08  -3.4705416e-09            -          -              -          -              -          -              -          -              
