Profile_1             Profile_2             Profile_3             Profile_4             Profile_5             
x       y           x       y           x       y           x       y           x       y           
1.6991298e-08  -5.3911325e-08            1.7196313e-08  -5.4752965e-08            1.7085143e-08  -5.5402848e-08            1.72068e-08  -5.6361576e-08            1.7213097e-08  -5.6716254e-08            
1.776363e-08  -5.3754469e-08            1.7977964e-08  -5.4641148e-08            1.786174e-08  -5.5191005e-08            1.7988928e-08  -5.618736e-08            1.799551e-08  -5.6547301e-08            
1.8535961e-08  -5.3552631e-08            1.8759615e-08  -5.4490306e-08            1.8638338e-08  -5.5059435e-08            1.8771055e-08  -5.6086406e-08            1.8777924e-08  -5.6370656e-08            
1.9308293e-08  -5.3374327e-08            1.9541265e-08  -5.4282804e-08            1.9414935e-08  -5.489364e-08            1.9553182e-08  -5.5850027e-08            1.9560337e-08  -5.6218714e-08            
2.0080625e-08  -5.3192012e-08            2.0322916e-08  -5.416191e-08            2.0191533e-08  -5.4756486e-08            2.0335309e-08  -5.5731345e-08            2.0342751e-08  -5.6061721e-08            
2.0852957e-08  -5.3047477e-08            2.1104567e-08  -5.3904972e-08            2.096813e-08  -5.4564855e-08            2.1117437e-08  -5.5587292e-08            2.1125164e-08  -5.5853807e-08            
2.1625288e-08  -5.2919232e-08            2.1886217e-08  -5.3703507e-08            2.1744728e-08  -5.4399493e-08            2.1899564e-08  -5.5599481e-08            2.1907578e-08  -5.5829199e-08            
2.239762e-08  -5.3033726e-08            2.2667868e-08  -5.3779585e-08            2.2521325e-08  -5.4585663e-08            2.2681691e-08  -5.5541383e-08            2.2689991e-08  -5.5965854e-08            
2.3169952e-08  -5.2964047e-08            2.3449518e-08  -5.3925937e-08            2.3297922e-08  -5.4709846e-08            2.3463819e-08  -5.5400366e-08            2.3472405e-08  -5.5809037e-08            
2.3942284e-08  -5.3013193e-08            2.4231169e-08  -5.3892464e-08            2.407452e-08  -5.4537567e-08            2.4245946e-08  -5.5234187e-08            2.4254818e-08  -5.5712012e-08            
2.4714615e-08  -5.2949913e-08            2.501282e-08  -5.3802812e-08            2.4851117e-08  -5.4412316e-08            2.5028073e-08  -5.5203906e-08            2.5037232e-08  -5.5627907e-08            
2.5486947e-08  -5.3015639e-08            2.579447e-08  -5.3927275e-08            2.5627715e-08  -5.4595723e-08            2.58102e-08  -5.5539905e-08            2.5819645e-08  -5.5965975e-08            
2.6259279e-08  -5.3464207e-08            2.6576121e-08  -5.4371868e-08            2.6404312e-08  -5.4991917e-08            2.6592328e-08  -5.6446463e-08            2.6602058e-08  -5.664797e-08            
2.703161e-08  -5.3964383e-08            2.7357771e-08  -5.4797177e-08            2.7180909e-08  -5.5409371e-08            2.7374455e-08  -5.6381171e-08            2.7384472e-08  -5.6684689e-08            
2.7803942e-08  -5.3875046e-08            2.8139422e-08  -5.4668943e-08            2.7957507e-08  -5.5288302e-08            2.8156582e-08  -5.6249582e-08            2.8166885e-08  -5.6481272e-08            
2.8576274e-08  -5.3662263e-08            2.8921073e-08  -5.4412112e-08            2.8734104e-08  -5.5125563e-08            2.893871e-08  -5.6066972e-08            2.8949299e-08  -5.6374489e-08            
2.9348606e-08  -5.3482018e-08            2.9702723e-08  -5.4247221e-08            2.9510702e-08  -5.4963514e-08            2.9720837e-08  -5.585243e-08            2.9731712e-08  -5.6239551e-08            
3.0120937e-08  -5.3385757e-08            3.0484374e-08  -5.4125917e-08            3.0287299e-08  -5.4803572e-08            3.0502964e-08  -5.5656921e-08            3.0514126e-08  -5.6061477e-08            
3.0893269e-08  -5.3167517e-08            3.1266024e-08  -5.3969232e-08            3.1063896e-08  -5.464231e-08            3.1285091e-08  -5.5487294e-08            3.1296539e-08  -5.5882811e-08            
3.1665601e-08  -5.2974271e-08            3.2047675e-08  -5.3797813e-08            3.1840494e-08  -5.4466056e-08            3.2067219e-08  -5.5350277e-08            3.2078953e-08  -5.5735909e-08            
3.2437933e-08  -5.2792779e-08            3.2829326e-08  -5.3645446e-08            3.2617091e-08  -5.4286095e-08            3.2849346e-08  -5.522412e-08            3.2861366e-08  -5.5578474e-08            
3.3210264e-08  -5.2645236e-08            3.3610976e-08  -5.3550669e-08            3.3393689e-08  -5.4107662e-08            3.3631473e-08  -5.5014422e-08            3.364378e-08  -5.5410478e-08            
3.3982596e-08  -5.2485278e-08            3.4392627e-08  -5.3348047e-08            3.4170286e-08  -5.3949003e-08            3.4413601e-08  -5.4872928e-08            3.4426193e-08  -5.5188228e-08            
3.4754928e-08  -5.2330291e-08            3.5174278e-08  -5.3186152e-08            3.4946884e-08  -5.3810747e-08            3.5195728e-08  -5.4688313e-08            3.5208607e-08  -5.5005889e-08            
3.5527259e-08  -5.2180142e-08            3.5955928e-08  -5.3017686e-08            3.5723481e-08  -5.3576662e-08            3.5977855e-08  -5.4500864e-08            3.599102e-08  -5.4902075e-08            
3.6299591e-08  -5.2009646e-08            3.6737579e-08  -5.2911916e-08            3.6500078e-08  -5.3449061e-08            3.6759982e-08  -5.4332601e-08            3.6773434e-08  -5.4739382e-08            
3.7071923e-08  -5.1833639e-08            3.7519229e-08  -5.2749076e-08            3.7276676e-08  -5.3301859e-08            3.754211e-08  -5.4176688e-08            3.7555847e-08  -5.4566992e-08            
3.7844255e-08  -5.168006e-08            3.830088e-08  -5.2617864e-08            3.8053273e-08  -5.3128648e-08            3.8324237e-08  -5.4011052e-08            3.8338261e-08  -5.4358176e-08            
3.8616586e-08  -5.1567481e-08            3.9082531e-08  -5.2466789e-08            3.8829871e-08  -5.2988126e-08            3.9106364e-08  -5.3844089e-08            3.9120674e-08  -5.4195268e-08            
3.9388918e-08  -5.1371238e-08            3.9864181e-08  -5.2246418e-08            3.9606468e-08  -5.2855945e-08            3.9888492e-08  -5.3696116e-08            3.9903088e-08  -5.4081794e-08            
4.016125e-08  -5.125654e-08            4.0645832e-08  -5.2066141e-08            4.0383065e-08  -5.2742805e-08            4.0670619e-08  -5.3537316e-08            4.0685501e-08  -5.3914722e-08            
4.0933582e-08  -5.110569e-08            4.1427482e-08  -5.1922867e-08            4.1159663e-08  -5.2523492e-08            4.1452746e-08  -5.3368192e-08            4.1467915e-08  -5.3734051e-08            
4.1705913e-08  -5.091614e-08            4.2209133e-08  -5.1754102e-08            4.193626e-08  -5.2377154e-08            4.2234873e-08  -5.3200134e-08            4.2250328e-08  -5.35655e-08            
-          -              4.2990784e-08  -5.1564224e-08            4.2712858e-08  -5.2245622e-08            4.3017001e-08  -5.3031068e-08            4.3032742e-08  -5.3431043e-08            
-          -              4.3772434e-08  -5.1428978e-08            4.3489455e-08  -5.2105028e-08            4.3799128e-08  -5.289085e-08            4.3815155e-08  -5.32624e-08            
-          -              4.4554085e-08  -5.1255378e-08            4.4266052e-08  -5.1935984e-08            4.4581255e-08  -5.2674456e-08            4.4597569e-08  -5.3111644e-08            
-          -              4.5335735e-08  -5.1078703e-08            4.504265e-08  -5.1810013e-08            4.5363383e-08  -5.2519433e-08            4.5379982e-08  -5.2957814e-08            
-          -              4.6117386e-08  -5.0926837e-08            4.5819247e-08  -5.1661811e-08            4.614551e-08  -5.2398179e-08            4.6162396e-08  -5.2782534e-08            
-          -              4.6899037e-08  -5.0781152e-08            4.6595845e-08  -5.1443538e-08            4.6927637e-08  -5.2236238e-08            4.6944809e-08  -5.2607393e-08            
-          -              4.7680687e-08  -5.0635449e-08            4.7372442e-08  -5.1259104e-08            4.7709764e-08  -5.207558e-08            4.7727223e-08  -5.2460467e-08            
-          -              4.8462338e-08  -5.048113e-08            4.814904e-08  -5.1130957e-08            4.8491892e-08  -5.1928015e-08            -          -              
-          -              4.9243989e-08  -5.0330176e-08            4.8925637e-08  -5.0990316e-08            -          -              -          -              
-          -              5.0025639e-08  -5.0175401e-08            4.9702234e-08  -5.0791231e-08            -          -              -          -              
-          -              5.080729e-08  -5.0006729e-08            5.0478832e-08  -5.065418e-08            -          -              -          -              
-          -              5.158894e-08  -4.9806897e-08            5.1255429e-08  -5.0491767e-08            -          -              -          -              
-          -              5.2370591e-08  -4.9639118e-08            5.2032027e-08  -5.0326506e-08            -          -              -          -              
-          -              5.3152242e-08  -4.9469448e-08            5.2808624e-08  -5.0176175e-08            -          -              -          -              
-          -              5.3933892e-08  -4.9351527e-08            5.3585221e-08  -5.0021771e-08            -          -              -          -              
-          -              5.4715543e-08  -4.9179094e-08            5.4361819e-08  -4.9877094e-08            -          -              -          -              
-          -              5.5497193e-08  -4.8994733e-08            -          -              -          -              -          -              
-          -              5.6278844e-08  -4.8821803e-08            -          -              -          -              -          -              
-          -              5.7060495e-08  -4.8716435e-08            -          -              -          -              -          -              
